"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
010040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,Hours of physical-restraint use,0.00,1.17,15823,,Hours of seclusion use,0.00,0,15823,,Patients discharged on multiple antipsychotic medications with appropriate justification,29,14,,Screening for metabolic disorders (SMD),71,234,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),3,297,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,56.3,48,,22.9,48,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,203,23,18.2,28.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),91,135,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),12.3,79,,10/01/2023,12/31/2023
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,Hours of physical-restraint use,0.00,0,3484,,Hours of seclusion use,0.00,0,3484,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),98,129,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),96,195,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,35,40,,30,40,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,142,17.2,12.9,22.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),85,107,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,19,,10/01/2023,12/31/2023
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,Hours of physical-restraint use,0.00,0,218,,Hours of seclusion use,0.00,0,218,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,15,,Screening for metabolic disorders (SMD),1,139,,Alcohol use brief intervention provided or offered,0,213,,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,0,12,,0,12,,Tobacco use treatment provided or offered,72,67,,47,59,,Tobacco use treatment provided or offered at discharge,0,48,,0,48,,Transition record with specified elements received by discharged patients (TR1),0,209,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,69,29,,44.8,29,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,170,20.7,16.1,26.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),70,50,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,25,,10/01/2023,12/31/2023
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,Hours of physical-restraint use,0.00,0,2411,,Hours of seclusion use,0.00,0,2411,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,83,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),100,175,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,62.1,29,,44.8,29,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,120,21.3,15.8,27.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,27,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,28,,10/01/2023,12/31/2023
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,Hours of physical-restraint use,0.11,15.35,5907,,Hours of seclusion use,0.83,117.55,5907,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,23,,Screening for metabolic disorders (SMD),97,376,,Alcohol use brief intervention provided or offered,88,82,,97,74,,Alcohol and other drug use disorder treatment provided or offered at discharge,84,170,,78,170,,Tobacco use treatment provided or offered,93,295,,46,289,,Tobacco use treatment provided or offered at discharge,59,246,,14,246,,Transition record with specified elements received by discharged patients (TR1),69,537,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55.6,36,,27.8,36,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,130,18.6,14.2,23.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),86,292,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,67,,10/01/2023,12/31/2023
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,Hours of physical-restraint use,0.05,16.42,13894,,Hours of seclusion use,0.04,12.87,13894,,Patients discharged on multiple antipsychotic medications with appropriate justification,33,24,,Screening for metabolic disorders (SMD),95,416,,Alcohol use brief intervention provided or offered,52,23,,75,16,,Alcohol and other drug use disorder treatment provided or offered at discharge,6,16,,6,16,,Tobacco use treatment provided or offered,79,62,,24,59,,Tobacco use treatment provided or offered at discharge,60,52,,13,52,,Transition record with specified elements received by discharged patients (TR1),30,609,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,66.7,54,,29.6,54,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,86.9,84,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,145,16.6,12.5,21.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),94,304,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),7.9,176,,10/01/2023,12/31/2023
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,FAYETTE,Hours of physical-restraint use,0.00,0,2074,,Hours of seclusion use,0.00,0,2074,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),87,83,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,88,26,,84,25,,Tobacco use treatment provided or offered at discharge,31,16,,25,16,,Transition record with specified elements received by discharged patients (TR1),73,143,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,79.2,24,,37.5,24,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,134,17.4,12.8,22.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),87,71,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,16,,10/01/2023,12/31/2023
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,Hours of physical-restraint use,0.07,13.42,8581,,Hours of seclusion use,0.00,0,8581,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,118,,Screening for metabolic disorders (SMD),97,779,,Alcohol use brief intervention provided or offered,98,43,,98,43,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,123,,91,123,,Tobacco use treatment provided or offered,100,183,,96,183,,Tobacco use treatment provided or offered at discharge,94,169,,93,169,,Transition record with specified elements received by discharged patients (TR1),96,1043,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,61.5,91,,37.4,91,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,82.2,174,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,391,24,20.4,28.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,359,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),3.5,57,,10/01/2023,12/31/2023
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,Hours of physical-restraint use,0.50,211.25,17533,,Hours of seclusion use,0.36,152.57,17533,,Patients discharged on multiple antipsychotic medications with appropriate justification,19,62,,Screening for metabolic disorders (SMD),77,371,,Alcohol use brief intervention provided or offered,77,77,,83,69,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,108,,94,108,,Tobacco use treatment provided or offered,4,278,,3,229,,Tobacco use treatment provided or offered at discharge,86,199,,44,199,,Transition record with specified elements received by discharged patients (TR1),0,626,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,42,112,,13.4,112,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,66.7,180,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,337,19.3,16.0,22.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),83,319,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,121,,10/01/2023,12/31/2023
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,Hours of physical-restraint use,0.00,0,3918,,Hours of seclusion use,0.00,0,3918,,Patients discharged on multiple antipsychotic medications with appropriate justification,62,13,,Screening for metabolic disorders (SMD),90,165,,Alcohol use brief intervention provided or offered,73,11,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,52,27,,52,27,,Tobacco use treatment provided or offered,97,35,,86,35,,Tobacco use treatment provided or offered at discharge,69,26,,69,26,,Transition record with specified elements received by discharged patients (TR1),95,237,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,67.6,34,,35.3,34,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,140,20.6,15.8,26.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),92,91,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),14.8,32,,10/01/2023,12/31/2023
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,Hours of physical-restraint use,0.00,0,3805,,Hours of seclusion use,0.00,0,3805,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),44,125,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),6,226,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,56.3,32,,34.4,32,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,119,20.7,15.5,26.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),77,103,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),36.8,13,,10/01/2023,12/31/2023
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,Hours of physical-restraint use,0.01,1.02,3743,,Hours of seclusion use,0.00,0,3743,,Patients discharged on multiple antipsychotic medications with appropriate justification,60,20,,Screening for metabolic disorders (SMD),95,189,,Alcohol use brief intervention provided or offered,95,44,,77,43,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,62,,97,62,,Tobacco use treatment provided or offered,77,70,,71,63,,Tobacco use treatment provided or offered at discharge,67,54,,61,54,,Transition record with specified elements received by discharged patients (TR1),79,317,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,54.8,42,,31,42,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,66,19.3,14.1,26.2,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),61,129,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,46,,10/01/2023,12/31/2023
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,Hours of physical-restraint use,0.00,0,7533,,Hours of seclusion use,0.00,0,7533,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,71,,Screening for metabolic disorders (SMD),98,465,,Alcohol use brief intervention provided or offered,8,131,,91,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,14,93,,14,93,,Tobacco use treatment provided or offered,28,130,,1,116,,Tobacco use treatment provided or offered at discharge,30,94,,0,94,,Transition record with specified elements received by discharged patients (TR1),0,574,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,35.7,42,,14.3,42,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,76.2,84,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,115,20.3,15.1,26.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),76,287,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),12.3,119,,10/01/2023,12/31/2023
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,Hours of physical-restraint use,0.01,1.97,5607,,Hours of seclusion use,0.09,12.33,5607,,Patients discharged on multiple antipsychotic medications with appropriate justification,93,29,,Screening for metabolic disorders (SMD),98,280,,Alcohol use brief intervention provided or offered,98,45,,98,45,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,46,,80,46,,Tobacco use treatment provided or offered,95,228,,89,217,,Tobacco use treatment provided or offered at discharge,89,167,,72,167,,Transition record with specified elements received by discharged patients (TR1),97,483,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,30,40,,7.5,40,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,126,19,14.3,24.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),99,260,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),52,50,,10/01/2023,12/31/2023
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,Hours of physical-restraint use,0.82,325.13,16573,,Hours of seclusion use,0.00,0,16573,,Patients discharged on multiple antipsychotic medications with appropriate justification,62,24,,Screening for metabolic disorders (SMD),97,345,,Alcohol use brief intervention provided or offered,23,13,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,31,13,,17,12,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,442,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,62.8,43,,32.6,43,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,144,20.6,15.8,26.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),88,185,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,961,,10/01/2023,12/31/2023
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,Hours of physical-restraint use,1.08,108.28,4176,,Hours of seclusion use,0.00,0,4176,,Patients discharged on multiple antipsychotic medications with appropriate justification,4,26,,Screening for metabolic disorders (SMD),72,191,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,13,15,,15,13,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,249,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,51.9,27,,14.8,27,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,103,19.3,14.3,25.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),84,116,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0.9,1860,,10/01/2023,12/31/2023
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,Hours of physical-restraint use,0.00,0,2012,,Hours of seclusion use,0.00,0,2012,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),99,114,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),76,136,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,70,20,,35,20,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,94,22.1,16.2,29.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),98,64,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,284,,10/01/2023,12/31/2023
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,Hours of physical-restraint use,0.00,0,3527,,Hours of seclusion use,0.00,0,3527,,Patients discharged on multiple antipsychotic medications with appropriate justification,15,34,,Screening for metabolic disorders (SMD),98,153,,Alcohol use brief intervention provided or offered,46,13,,46,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,69,13,,69,13,,Tobacco use treatment provided or offered,65,23,,62,21,,Tobacco use treatment provided or offered at discharge,60,15,,60,15,,Transition record with specified elements received by discharged patients (TR1),93,209,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55.6,27,,29.6,27,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,114,20.2,15.1,26.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,92,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,41,,10/01/2023,12/31/2023
